V1,V6,V10,V12,V13,V14,Class,V15
0.8910773234575565,-0.4598663671456189,-0.1835480981568012,1.5890230197241226,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.9744871948584913,-0.4036226876555332,1.6043809787994063,-0.9922805345174207,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.724257580655687,-0.3125762893649525,0.2932329890315208,-0.5777855008905948,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.7771201045611383,-0.27435544639655174,0.6508188044227623,-0.6092299517174575,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.391536551863165,0.25390010682524755,-0.7795244571422038,-0.43771476538911575,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,0.06217441486180626,1.6043809787994063,-0.66068450761596,0.5462749662289862,-0.4921778143462666,-1.0,0.0
1.9754056516697083,0.25514306106812235,-0.8987197289392842,-0.07181570122198663,0.18010700521446135,1.2449599143575456,-1.0,13.0
1.057897066259426,1.1432338676021825,1.7235762505964867,-0.7321491685861025,0.5462749662289862,-0.4921778143462666,-1.0,0.0
0.8076674520566218,-0.8287130387187223,1.1275998916110843,-0.6406744025443202,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-1.1107595901648775,-0.3169266292150144,-0.06435282635972071,-0.3005026163264423,-0.5522289168145883,2.4490077580623044,-1.0,5.0
-0.19325100475459517,0.6625213141703452,-0.5411339135480427,-0.42628041963389296,0.18010700521446135,-0.4921778143462666,-1.0,0.0
1.391536551863165,-0.5394154386896075,-1.4946960879246867,0.3369621595272279,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.8076674520566218,-0.12582241437301053,0.17403771723444028,-0.15185612150854613,0.18010700521446135,-0.4921778143462666,-1.0,0.0
0.39061809505194806,-0.7491639671747337,-0.4219386417509622,-0.5549168093801493,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
1.4749464232640999,-0.5729752032472277,0.5316235326256817,0.07968938003471525,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.6103003617592689,0.032964990154247954,0.6508188044227623,-0.7778865516069935,0.5462749662289862,-0.4921778143462666,-1.0,0.0
-1.2775793329667469,-0.5931732096939435,-0.8987197289392842,-0.6120885381562632,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.1413069376603608,2.5614446587223543,0.5316235326256817,-0.43485617895031003,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,-0.471363693892211,-1.2563055443305258,-1.0208663989054778,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.3072082236510133,-0.4614200599492124,-1.2563055443305258,-0.4148460738786702,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.5268904903583341,0.4015009231666326,-1.6138913597217672,-0.4291390060726986,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.5583562946650344,0.26664038781471444,-1.375500816127606,-0.26334099262196825,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.05697860944820908,-0.06460691791142556,0.4124282608286013,-1.0294421582218949,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.1413069376603608,-0.4654596612385556,1.7235762505964867,-0.3805430366130018,0.18010700521446135,-0.4921778143462666,-1.0,0.0
-0.4434806189573994,-0.4729173866958045,-1.0179150007363647,0.2683560849958912,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-1.2775793329667469,0.7128609610067755,-0.3027433699538817,-0.7778865516069935,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.22379835225007857,-0.4757140337422729,-0.5411339135480427,-0.8607855583323587,-0.1860609558000635,1.9434914878045813,-1.0,3.0
-0.10984113335366041,-0.3902609295446289,-0.3027433699538817,0.08540655291232664,0.5462749662289862,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,-0.47540329518155416,-1.1371102725334452,-0.9579774972517524,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.5574378378538175,-0.3840461583302548,0.17403771723444028,-0.7321491685861025,-0.5522289168145883,1.024370996426903,-1.0,2.0
-1.6112188185704859,-0.11494656474785585,0.05484244543735979,-0.7435835143413252,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.19325100475459517,-0.5210818636072039,0.5316235326256817,-0.4005531416846417,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.026431261952725663,-0.4757140337422729,-1.1371102725334452,-0.557775395818955,-0.1860609558000635,2.4857725777174116,-1.0,1.0
-0.6937102331602036,-0.3573226421084461,-1.0179150007363647,4.5104983601835436,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-1.194169461565812,-0.22370506099940277,1.4851857070023258,0.6056692847749633,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.6408477092547523,-0.18579495659172068,1.6043809787994063,-0.820765348189079,11.165145835650206,-0.4921778143462666,-1.0,0.0
0.05697860944820908,0.09076236244792717,-0.3027433699538817,-0.9951391209562265,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.22379835225007857,-0.2902031129932057,-1.0179150007363647,-0.6921289584428226,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,-0.46297375275280594,-0.1835480981568012,0.02537623769740703,0.18010700521446135,-0.4921778143462666,-1.0,0.0
-0.19325100475459517,-0.3685092302943195,1.6043809787994063,-0.7693107922905764,0.18010700521446135,-0.4921778143462666,-1.0,0.0
0.39061809505194806,-0.4757140337422729,-1.1371102725334452,-0.16329046726376892,0.9124429272435111,-0.4921778143462666,-1.0,0.0
1.3081266804622302,-0.4757140337422729,-0.1835480981568012,-0.054664182589152455,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.6103003617592689,-0.3172373677757331,1.3659904352052452,-0.989421948078615,1.6447788492725608,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,-0.14260229665182064,1.6043809787994063,-0.6721188533711828,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
1.5583562946650344,0.02954686598634219,1.3659904352052452,0.045386342769046906,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.4434806189573994,-0.25136079290336755,1.6043809787994063,-0.7893208973622163,1.6447788492725608,-0.4921778143462666,-1.0,0.0
1.057897066259426,-0.33090986444735615,-1.375500816127606,-0.23475512823391131,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.4434806189573994,-0.45023347176333905,1.6043809787994063,-0.9551189108129466,0.5462749662289862,-0.4921778143462666,-1.0,0.0
1.2247168090612954,-0.25664334843558556,0.4124282608286013,-0.6149471245950688,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.10984113335366041,-0.4757140337422729,1.4851857070023258,-0.6635430940547657,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.19325100475459517,-0.44650460903471456,-1.1371102725334452,-0.566351155135372,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.026431261952725663,-0.38435689689097347,1.4851857070023258,-0.6549673347383487,4.2079545763742345,-0.4921778143462666,-1.0,0.0
-0.6103003617592689,-0.39492200795540944,0.7700140762198427,-0.6778360262487941,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.2766608761555299,-0.4331428509238102,-0.6603291853451232,0.7000026372555513,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.19325100475459517,7.675890629591527,-1.6138913597217672,0.23691163416902852,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.10984113335366041,-0.2091003486456236,0.6508188044227623,-0.5892198466458176,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.725176037466904,-0.04658408138974065,0.4124282608286013,1.8320028670226067,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,-0.4710529553314923,0.7700140762198427,-0.5148965992368695,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-1.1107595901648775,-0.5984557652261615,1.7235762505964867,-0.6806946126875999,0.5462749662289862,-0.4921778143462666,-1.0,0.0
0.22379835225007857,-0.47478181806011677,-1.1371102725334452,-0.6635430940547657,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.026431261952725663,-0.3507971323333533,0.17403771723444028,-0.7578764465353537,5.306458459417809,-0.4921778143462666,-1.0,0.0
-0.5268904903583341,-0.46949926252789875,-1.0179150007363647,-0.9379673921801125,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,-0.4757140337422729,-0.06435282635972071,-0.2833510976936081,1.2786108882580358,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,-0.37254883158366264,-0.1835480981568012,-0.5406238771861208,-0.1860609558000635,0.2890746033247601,-1.0,7.0
2.6426846228771863,1.7339478715284415,-0.4219386417509622,-0.2719167519383853,-0.5522289168145883,1.189812684874885,-1.0,1.0
0.724257580655687,-0.5102060139820492,-1.2563055443305258,-1.0294421582218949,3.1094506933306603,-0.4921778143462666,-1.0,0.0
-0.6103003617592689,-0.4757140337422729,-1.6138913597217672,-0.8464926261383302,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.14038848084914382,-0.4757140337422729,-0.4219386417509622,-1.075179541242786,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.6408477092547523,-0.35825485779060223,-0.7795244571422038,-0.5434824636249265,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.9744871948584913,-0.6727222812379321,0.4124282608286013,0.9029622744107557,0.18010700521446135,-0.4921778143462666,-1.0,0.0
-0.10984113335366041,0.3017538451759282,0.2932329890315208,-0.49774508060403533,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.1413069376603608,-0.209721825767061,1.6043809787994063,-0.7950380702398278,0.5462749662289862,-0.4921778143462666,-1.0,0.0
1.391536551863165,0.49006141297146366,0.6508188044227623,-0.9322502193025012,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
0.05697860944820908,-0.49995164147833193,1.6043809787994063,-1.0551694361711461,7.503466225504958,-0.4921778143462666,-1.0,0.0
-0.2766608761555299,-0.4648381841171182,0.17403771723444028,-0.6378158161055144,-0.5522289168145883,2.0262123320285723,-1.0,3.0
0.724257580655687,-0.1634217802199739,0.17403771723444028,-0.5463410500637321,0.18010700521446135,-0.4921778143462666,-1.0,0.0
1.1413069376603608,-0.30853668807560936,-0.3027433699538817,-0.20902785028466003,-0.5522289168145883,0.13282411979055478,-1.0,2.0
1.1413069376603608,-0.5288503276251715,-0.06435282635972071,-0.9979977073950321,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
1.3081266804622302,2.135422091977009,0.5316235326256817,-1.0523108497323403,3.1094506933306603,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,-0.34458236111897916,-1.1371102725334452,0.07683079359590955,0.18010700521446135,-0.4921778143462666,-1.0,0.0
0.3072082236510133,-0.4157414915235627,1.6043809787994063,-0.7521592736577423,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.10984113335366041,-0.47416034093867937,0.2932329890315208,-0.4577248704607556,0.18010700521446135,-0.4921778143462666,-1.0,0.0
0.8076674520566218,0.302996799418803,1.7235762505964867,-0.48345214841000683,0.18010700521446135,-0.4921778143462666,-1.0,0.0
-0.8605299759620731,-0.39523274651612816,0.4124282608286013,-0.26334099262196825,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.7771201045611383,-0.4129448444770944,-1.375500816127606,0.14257828168844056,-0.5522289168145883,1.3644455782366438,-1.0,1.0
0.6408477092547523,-0.4757140337422729,-0.1835480981568012,-0.6521087482995429,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
-0.7771201045611383,0.24302425720009285,-0.7795244571422038,-0.8007552431174391,8.601970108548533,-0.4921778143462666,-1.0,0.0
-0.3600707475564647,0.05223078091880769,-0.7795244571422038,-0.9036643549144442,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
1.1413069376603608,-0.3305991258866374,1.1275998916110843,-0.7149976499532682,0.9124429272435111,-0.4921778143462666,-1.0,0.0
-0.9439398473630078,-0.4763355108637103,-0.7795244571422038,-0.6949875448816284,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.6408477092547523,-0.436560975091716,0.4124282608286013,-0.557775395818955,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.05697860944820908,0.20449267567097337,0.05484244543735979,-0.8922300091592213,0.9124429272435111,0.8865029227202511,-1.0,2.0
-0.8605299759620731,-0.359497812033477,1.4851857070023258,-0.9436845650577239,0.5462749662289862,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,0.6600354056845955,0.4124282608286013,-0.5606339822577606,6.404962342461384,-0.4921778143462666,-1.0,0.0
0.8076674520566218,0.7554321438252382,-1.6138913597217672,-0.3205127213980822,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,-0.3240736161115446,-1.2563055443305258,-0.13470460287571195,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
0.22379835225007857,-0.5686248633971658,0.8892093480169233,-0.31765413495927647,-0.5522289168145883,-0.4921778143462666,-1.0,0.0
-0.6937102331602036,-0.14943854498763215,1.2467951634081649,-0.21474502316227143,0.5462749662289862,-0.4921778143462666,-1.0,0.0
0.4740279664528828,-0.4735388638172419,-0.8987197289392842,-0.5835026737682062,-0.1860609558000635,-0.4921778143462666,-1.0,0.0
